entry_kind,address,name,purpose,arguments,return,exceptional_convention,reachability,source_catalog,confidence
retained_module,0x8AE8,legacy_moblist_insert,Inserts a slot into the legacy depth/list chains while preserving upper link/state fields,D1.w destination byte offset; inherited A2/A5/A6 arrays,void,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x8C36,legacy_move_mob_slot,"Inserts the destination, copies the five parallel slot words, repairs link fields, then removes and clears the source",D2.w source byte offset; D1.w destination byte offset; A2-A6 arrays,void,register shared entry; falls through to 0x8C70,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x8C70,legacy_moblist_remove_and_clear,"Unlinks a slot from both legacy chains, repairs the bucket head, and clears all five parallel slot words",D2.w object byte offset; inherited A2-A6 arrays,void,register leaf and 0x8C36 fallthrough tail,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x8D00,legacy_moblist_unlink,Unlinks a slot and clears only the low link-index fields while preserving upper object state,D2.w object byte offset; inherited A5/A6 link arrays,void,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x8F38,legacy_probe_up,Probes the three cells in the upward direction with wrap-aware coordinate rejection,D2.w cell offset; D3.w radius; D4/D5 coordinates; A2-A4 arrays,D1.w candidate or 0/-1 sentinel; condition codes,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x9006,legacy_probe_down,Probes the three cells in the downward direction with wrap-aware coordinate rejection,D2.w cell offset; D3.w radius; D4/D5 coordinates; A2-A4 arrays,D1.w candidate or 0/-1 sentinel; condition codes,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x90D2,legacy_probe_left,Probes left and the two adjacent diagonal cells,D2.w cell offset; D3.w radius; D4/D5 coordinates; A2-A4 arrays,D1.w candidate or -1 sentinel; condition codes,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x9192,legacy_probe_right,Probes right and the two adjacent diagonal cells,D2.w cell offset; D3.w radius; D4/D5 coordinates; A2-A4 arrays,D1.w candidate or -1 sentinel; condition codes,register leaf,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x9284,legacy_recursive_path_move,"Recursively explores neighboring cells, applies proximity/contact tests, and moves the selected legacy actor slot",D0.w legacy actor-list index; inherited D6/D7 mode and A2-A4 arrays,D0.w status/move result,recursive register worker,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x9864,legacy_test_actor_contact_a,Converts offsets to indices and invokes the legacy actor-contact predicate,D1.w cell offset; D5.w actor-list offset,D0 predicate and condition codes,register wrapper around stale external target 0x49572,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x9880,legacy_test_actor_contact_b,Second identical entry for the legacy actor-contact predicate,D1.w cell offset; D5.w actor-list offset,D0 predicate and condition codes,duplicate register wrapper around stale external target 0x49572,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x989C,legacy_probe_vertical_triplet_up,Tests the upward cell and two horizontal neighbors through the common proximity leaf,D2.w cell; D3/D4 coordinates; A2-A4 arrays,condition codes; D1 candidate,register worker,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x98D8,legacy_probe_vertical_triplet_down,Tests the downward cell and two horizontal neighbors through the common proximity leaf,D2.w cell; D3/D4 coordinates; A2-A4 arrays,condition codes; D1 candidate,register worker,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x9914,legacy_test_cell_proximity,Rejects an empty/distant cell and records signed and absolute coordinate deltas,D1.w candidate; D3/D4 coordinates; A2-A4 arrays,carry set iff both wrapped coordinate distances are below 0x07C0,register leaf; also writes four diagnostic delta words,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x99A0,legacy_probe_horizontal_triplet_left,Tests the left cell and two vertical neighbors through the common proximity leaf,D2.w cell; D3/D4 coordinates; A2-A4 arrays,condition codes; D1 candidate,register worker,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
retained_module,0x99D8,legacy_probe_horizontal_triplet_right,Tests the right cell and two vertical neighbors through the common proximity leaf,D2.w cell; D3/D4 coordinates; A2-A4 arrays,condition codes; D1 candidate,register worker,No incoming transfer from active OS or supplied Gauntlet II main ROM,os_legacy_module_contracts.csv,Strong inference
