literal_address,linear_sites,callable_examples,covering_flags,status,confidence
0x904B66,0x44A5C;0x47032;0x47B62;0x4A568;0x4A8F8;0x506AC,attract_demo_init@0x44A5C;main_handle_potions@0x47032;main_handle_shots@0x47B62;main_move_players@0x4A568;main_move_players@0x4A8F8;tport_player_move@0x506AC,ram.demo_ptr,exact_union_match,Verified
0x904B6A,0x44A38;0x44A42,attract_demo_init@0x44A38;attract_demo_init@0x44A42,ram.demo_ptr,exact_union_match,Verified
0x904B6E,0x44A50,attract_demo_init@0x44A50,ram.demo_ptr,exact_union_match,Verified
0x904B72,0x44A56,attract_demo_init@0x44A56,ram.demo_ptr,exact_union_match,Verified
0x904B76,0x44A70;0x4A562,attract_demo_init@0x44A70;main_move_players@0x4A562,ram.demo_timer,exact_union_match,Verified
0x904B77,0x44A48,attract_demo_init@0x44A48,ram.demo_timer,exact_union_match,Verified
0x904B78,0x44A64,attract_demo_init@0x44A64,ram.demo_timer,exact_union_match,Verified
0x904B79,0x44A6A,attract_demo_init@0x44A6A,ram.demo_timer,exact_union_match,Verified
0x904B7A,0x44A76;0x492D4,attract_demo_init@0x44A76;handle_generate@0x492D4,ram.monster_generation_retry_timer,exact_union_match,Verified
0x904B7C,0x4436C;0x44420;0x44570;0x44CA2;0x46B58;0x46B62;0x480C6;0x484DE,main_attract@0x44570;main_health_countdown@0x46B58;main_health_countdown@0x46B62;main_start_game@0x480C6;main_start_game@0x484DE;show_continue_prompt@0x44CA2,ram.attract_timer,exact_union_match,Verified
0x904B7E,0x43320;0x43F8E;0x43FA6;0x4853C;0x4854A;0x4861E;0x4862A;0x4A76C;0x4A774;0x4BE4A,level_splash@0x4BE4A;main_move_players@0x4A76C;main_move_players@0x4A774;main_start_game@0x4853C;main_start_game@0x4854A;main_start_game@0x4861E,ram.level_next_potion,exact_union_match,Verified
0x904B80,0x438FC;0x44E92;0x44EAC;0x4A77A;0x4A782,main_move_players@0x4A77A;main_move_players@0x4A782;maze_new_level_setup@0x438FC;show_level_start_screen@0x44E92;show_level_start_screen@0x44EAC,ram.level_next_treasure,exact_union_match,Verified
0x904B82,0x44426;0x44DA2;0x4DC82,show_continue_prompt@0x44DA2;start_attract_screen@0x44426;title_logo_init@0x4DC82,ram.title_intro_state,exact_union_match,Verified
0x904B84,0x439AA;0x43A0A;0x43A1A;0x4E7E6;0x5039A,maze_new_level_setup@0x439AA;maze_new_level_setup@0x43A0A;maze_new_level_setup@0x43A1A;player_tport@0x5039A;tport_find_id@0x4E7E6,ram.level_tport_count,exact_union_match,Verified
0x904B86,0x43070;0x43076;0x43080;0x431C8;0x43258;0x46A64;0x46A6A;0x46A90;0x49DAC;0x49DB6,eeprom_load_config@0x43070;eeprom_load_config@0x43076;eeprom_load_config@0x43080;eeprom_periodic_write@0x43258;eeprom_write@0x431C8;highscore_check@0x49DAC,ram.games_played_counter,exact_union_match,Verified
0x904B88,0x40CBC;0x4390A;0x43938;0x45216;0x48550;0x48630;0x4C084,find_maze@0x40CBC;level_splash@0x4C084;main_start_game@0x48550;main_start_game@0x48630;maze_new_level_setup@0x4390A;maze_new_level_setup@0x43938,ram.ptr_maze_data,exact_union_match,Verified
0x904B8C,0x40CEA;0x40D1C;0x40D46;0x40D70;0x4382E;0x43888,maze_init@0x40D1C;maze_select_alt_bank@0x40CEA;maze_select_bank@0x40D46;maze_select_bank_special@0x40D70;slapstic_cmd_bitwise@0x4382E;slapstic_cmd_bitwise@0x43888,ram.maze_slapstic_cmd_offset,exact_union_match,Verified
0x904B8E,0x42F8E;0x43196;0x431DE;0x4320C,eeprom_load_config@0x42F8E;eeprom_periodic_write@0x4320C;eeprom_write@0x43196;eeprom_write@0x431DE,ram.eeprom_cache_stat1,exact_union_match,Verified
0x904B8F,0x4321E,eeprom_periodic_write@0x4321E,ram.eeprom_cache_stat2,exact_union_match,Verified
0x904B90,0x43230,eeprom_periodic_write@0x43230,ram.eeprom_cache_stat3,exact_union_match,Verified
0x904B91,0x43242,eeprom_periodic_write@0x43242,ram.eeprom_cache_stat4,exact_union_match,Verified
0x904B92,0x43252,eeprom_periodic_write@0x43252,ram.eeprom_cache_stats,exact_union_match,Verified
0x904B94,0x43268,eeprom_periodic_write@0x43268,ram.eeprom_cache_settings,exact_union_match,Verified
0x904B98,0x4E4C2;0x4E640;0x4E8AC;0x50880;0x50898;0x508B2;0x50ACE,thief_setup@0x4E4C2;thief_test_move_tile@0x4E8AC;thief_track_victim_move@0x4E640;tport_player_move@0x50880;tport_player_move@0x50898;tport_player_move@0x508B2,ram.thief_victim_pos,exact_union_match,Verified
0x904B9A,0x438D0;0x46B70;0x4DF74;0x4E0EC;0x4E10A;0x4E49E;0x4E4AA;0x4E4E6;0x4E646;0x4EBC0;0x4EC00;0x4EC10,main_health_countdown@0x46B70;main_start_thief@0x4DF74;main_thief_anim@0x4EBC0;main_thief_anim@0x4EC00;main_thief_anim@0x4EC10;maze_new_level_setup@0x438D0,ram.thief_victim,exact_union_match,Verified
0x904B9C,0x4DF10;0x4ECB2;0x4ECC8;0x4ED1A;0x4ED64;0x4ED7E;0x4EDCA;0x4EDDC;0x4F86A;0x4F8DA;0x4FD4A,main_start_thief@0x4DF10;main_thief_anim@0x4ECB2;main_thief_anim@0x4ECC8;main_thief_anim@0x4ED1A;main_thief_anim@0x4ED64;main_thief_anim@0x4ED7E,ram.thief_direction,exact_union_match,Verified
0x904B9E,0x438CA;0x4D4C8;0x4DEC0;0x4E166;0x4E440;0x4E4F2;0x4E620;0x4E8F6,main_start_thief@0x4DEC0;main_thief_anim@0x4E8F6;maze_new_level_setup@0x438CA;show_level_end_bonus_screen@0x4D4C8;thief_exit@0x4E166;thief_setup@0x4E440,ram.thief_enter_time,exact_union_match,Verified
0x904BA0,0x4B7B4;0x4DF06;0x4E126;0x4E176;0x4E1BC;0x4E20A;0x4E458;0x4E4E0;0x4E8EA,main_start_thief@0x4DF06;main_thief_anim@0x4E8EA;thief_begin_dodge@0x4E1BC;thief_end_dodge@0x4E176;thief_exit@0x4E126;thief_setup@0x4E458,ram.thief_mode,exact_union_match,Verified
0x904BA1,0x4A6F0;0x4A702;0x4B798;0x4B7C0;0x4DFC0;0x4F604;0x4F788;0x4F7A2;0x4FAF4;0x4FB34;0x4FC52;0x51000,main_move_players@0x4A6F0;main_move_players@0x4A702;main_start_thief@0x4DFC0;path_grid_get_direction@0x5105A;path_grid_set_high_direction_if_empty@0x51000;thief_enter_tport@0x4FAF4,ram.thief_mode,exact_union_match,Verified
0x904BA2,0x47260;0x4E144;0x4E15A;0x4E194;0x4E1AA;0x4E1DA;0x4E1F0;0x4E84A;0x4EBA0;0x4F940;0x4FBC2;0x4FBEA,corner_squeeze_geometry@0x4FEC2;main_score_update@0x47260;main_thief_anim@0x4EBA0;thief_begin_dodge@0x4E1DA;thief_begin_dodge@0x4E1F0;thief_compute_path@0x4F940,ram.thief_previous_pos,exact_union_match,Verified
0x904BA4,0x438D6;0x4716C;0x4A6FA;0x4D4D0;0x4DECC;0x4DF8C;0x4E12C;0x4E14A;0x4E17C;0x4E19A;0x4E1C2;0x4E1E0,main_exit_move@0x52960;main_move_players@0x4A6FA;main_score_update@0x4716C;main_start_thief@0x4DECC;main_start_thief@0x4DF8C;main_thief_anim@0x4E8E4,ram.thief_current_pos,exact_union_match,Verified
0x904BA6,0x4DF92;0x4E15A;0x4E1AA;0x4E1F0;0x4E80C;0x4EA40;0x4EA4A;0x4EA78;0x4EC68;0x4EC82;0x4F582;0x4F940,corner_squeeze_geometry@0x4FFF8;main_start_thief@0x4DF92;main_thief_anim@0x4EA40;main_thief_anim@0x4EA4A;main_thief_anim@0x4EA78;main_thief_anim@0x4EC68,ram.thief_next_pos,exact_union_match,Verified
0x904BA8,0x4416E;0x4428E;0x4A70C;0x4A742;0x4EC3A,main_move_players@0x4A70C;main_move_players@0x4A742;main_thief_anim@0x4EC3A;maze_addrandompickups@0x4416E;start_attract_to_game@0x4428E,ram.mugger_item_nextlevel,exact_union_match,Verified
0x904BAC,0x4417E;0x4418A;0x44198;0x44280;0x4A718;0x4A734;0x4EC46,main_move_players@0x4A718;main_move_players@0x4A734;main_thief_anim@0x4EC46;maze_addrandompickups@0x4417E;maze_addrandompickups@0x4418A;maze_addrandompickups@0x44198,ram.thief_item_nextlevel,exact_union_match,Verified
0x904BB0,0x44288;0x4A70C;0x4A73A;0x4B7CA;0x4E262;0x4E452;0x4EBDC;0x4EC3A;0x4F614,main_move_players@0x4A70C;main_move_players@0x4A73A;main_thief_anim@0x4EBDC;main_thief_anim@0x4EC3A;start_attract_to_game@0x44288;thief_remove_and_drop_loot@0x4F614,ram.mugger_item_carried,exact_union_match,Verified
0x904BB2,0x4F60E,thief_remove_and_drop_loot@0x4F60E,ram.mugger_item_carried,exact_union_match,Verified
0x904BB4,0x4427A;0x4A718;0x4A724;0x4B7D2;0x4E210;0x4E448;0x4EBEE;0x4EC46;0x4F5D8,main_move_players@0x4A718;main_move_players@0x4A724;main_thief_anim@0x4EBEE;main_thief_anim@0x4EC46;start_attract_to_game@0x4427A;thief_remove_and_drop_loot@0x4F5D8,ram.thief_item_carried,exact_union_match,Verified
0x904BB8,0x4DF9C;0x4ED02;0x4F546;0x4F5B0;0x4F74E,main_start_thief@0x4DF9C;main_thief_anim@0x4ED02;thief_handle_tile_collision@0x4F74E;thief_move_engine@0x4F546;thief_move_engine@0x4F5B0,ram.thief_collision_direction_code,exact_union_match,Verified
0x904BBA,0x4DEDC;0x4E4BC;0x4EB9A;0x4EBAC,main_start_thief@0x4DEDC;main_thief_anim@0x4EB9A;main_thief_anim@0x4EBAC;thief_setup@0x4E4BC,ram.thief_start_location,exact_union_match,Verified
0x904BBC,0x4E288;0x4E916;0x4E92C;0x4E94C;0x4E952;0x4E99C;0x4ED0A;0x4ED6E;0x4F754,main_thief_anim@0x4E916;main_thief_anim@0x4E92C;main_thief_anim@0x4E94C;main_thief_anim@0x4E952;main_thief_anim@0x4E99C;main_thief_anim@0x4ED0A,ram.thief_stolen_item,exact_union_match,Verified
0x904BBE,0x4ECDC;0x4F54C;0x4FC08,main_thief_anim@0x4ECDC;thief_move_engine@0x4F54C;thief_start_tport_anim@0x4FC08,ram.thief_tport_active,exact_union_match,Verified
0x904BC0,0x4D336;0x4D366;0x4D36E;0x4D3C6;0x4D40A;0x4D4D6,main_treasure_timer@0x4D336;main_treasure_timer@0x4D366;main_treasure_timer@0x4D36E;main_treasure_timer@0x4D3C6;main_treasure_timer@0x4D40A;show_level_end_bonus_screen@0x4D4D6,ram.treasure_announcement_delay,exact_union_match,Verified
0x904BC2,0x4D2AC,main_treasure_timer@0x4D2AC,ram.treasure_voice_set,exact_union_match,Verified
0x904BC4,0x50626;0x5095C;0x50BA8;0x52CF8,player_exit_sequence@0x52CF8;tport_player_flash@0x50626;tport_player_move@0x5095C;tport_restore_player_picture@0x50BA8,ram.tport_saved_picture,exact_union_match,Verified
0x904BCC,0x471F6;0x4723A,main_score_update@0x471F6;main_score_update@0x4723A,ram.tport_saved_mob_state,exact_union_match,Verified
0x904BCE,0x4340E;0x46D30;0x472E0;0x472F4;0x47368;0x48A20;0x48EC8;0x4A7E2;0x4CB74;0x4F010;0x4F186;0x4F2F2,corner_squeeze_geometry@0x500F8;corner_squeeze_geometry@0x50176;corner_squeeze_geometry@0x501AE;dialog_position_box@0x4CB74;main_move_players@0x4A7E2;main_score_update@0x472E0,ram.player_tport_phase,exact_union_match,Verified
0x904BD0,0x5010A;0x501C0;0x50422,corner_squeeze_geometry@0x5010A;corner_squeeze_geometry@0x501C0;player_tport@0x50422,ram.player_tport_phase,exact_union_match,Verified
0x904BD2,0x5011C;0x501D2;0x5043C,corner_squeeze_geometry@0x5011C;corner_squeeze_geometry@0x501D2;player_tport@0x5043C,ram.player_tport_phase,exact_union_match,Verified
0x904BD4,0x5012E;0x501E4;0x50456,corner_squeeze_geometry@0x5012E;corner_squeeze_geometry@0x501E4;player_tport@0x50456,ram.player_tport_phase,exact_union_match,Verified
0x904BD6,0x471CE;0x47258;0x4DFA2;0x4E900;0x4F662;0x4F6A0;0x4FC24,main_score_update@0x471CE;main_score_update@0x47258;main_start_thief@0x4DFA2;main_thief_anim@0x4E900;thief_remove_and_drop_loot@0x4F662;thief_remove_and_drop_loot@0x4F6A0,ram.tport_frame_counter,exact_union_match,Verified
0x904BD7,0x471DA,main_score_update@0x471DA,ram.tport_frame_counter,exact_union_match,Verified
0x904BD8,0x46D58;0x4CB82;0x500F0;0x50182;0x501A6;0x50400;0x50600;0x50768;0x50836;0x50A86,corner_squeeze_geometry@0x500F0;corner_squeeze_geometry@0x50182;corner_squeeze_geometry@0x501A6;dialog_position_box@0x4CB82;main_scroll_playfield@0x46D58;player_tport@0x50400,ram.player_tile_or_tport_dest,exact_union_match,Verified
0x904BDA,0x50102;0x501B8;0x5041A,corner_squeeze_geometry@0x50102;corner_squeeze_geometry@0x501B8;player_tport@0x5041A,ram.player_tile_or_tport_dest,exact_union_match,Verified
0x904BDC,0x50114;0x501CA;0x50434,corner_squeeze_geometry@0x50114;corner_squeeze_geometry@0x501CA;player_tport@0x50434,ram.player_tile_or_tport_dest,exact_union_match,Verified
0x904BDE,0x50126;0x501DC;0x5044E,corner_squeeze_geometry@0x50126;corner_squeeze_geometry@0x501DC;player_tport@0x5044E,ram.player_tile_or_tport_dest,exact_union_match,Verified
0x904BE0,0x471EC;0x4721C;0x4F66A;0x4F678;0x4FC2A,main_score_update@0x471EC;main_score_update@0x4721C;thief_remove_and_drop_loot@0x4F66A;thief_remove_and_drop_loot@0x4F678;thief_start_tport_anim@0x4FC2A,ram.tport_transition_mob,exact_union_match,Verified
0x904BE2,0x5015C;0x503F8;0x504BE;0x50514;0x5067E,corner_squeeze_geometry@0x5015C;player_tport@0x503F8;player_tport@0x504BE;player_tport@0x50514;tport_player_move@0x5067E,ram.player_tport_type,exact_union_match,Verified
0x904BE4,0x50412,player_tport@0x50412,ram.player_tport_type,exact_union_match,Verified
0x904BE6,0x5042C,player_tport@0x5042C,ram.player_tport_type,exact_union_match,Verified
0x904BE8,0x50446,player_tport@0x50446,ram.player_tport_type,exact_union_match,Verified
0x904BEA,0x4FEDA;0x50238;0x506CA;0x5086C,corner_squeeze_geometry@0x4FEDA;player_tport@0x50238;tport_player_move@0x506CA;tport_player_move@0x5086C,ram.player_tport_route_state,exact_union_match,Verified
0x904BF2,0x41C22;0x41D9E;0x41E70;0x41FA6;0x42078;0x421DA;0x422AC;0x423E6;0x424B8;0x42752;0x4AA0A;0x522A4,main_exit_move@0x5293C;main_move_players@0x4AA0A;player_exit_sequence@0x52C3E;player_try_move@0x41C22;player_try_move_core@0x41D9E;player_try_move_core@0x41E70,ram.movement_type,exact_union_match,Verified
0x904BFC,0x5FC46;0x5FC4E,getrandom@0x5FC4E;random_word@0x5FC46,ram.random_seed,exact_union_match,Verified
0x904C00,0x401CA,game_vblank@0x401CA,ram.vblank_abort_guard,exact_union_match,Verified
0x904FEC,0x42B72;0x42B84,coincheck@0x42B72;coincheck@0x42B84,ram.coin_counters,exact_union_match,Verified
0x904FF0,0x469A2,main_health_countdown@0x469A2,ram.coin_totals,exact_union_match,Verified
0x904FF4,0x469AA,main_health_countdown@0x469AA,ram.coin_pending,exact_union_match,Verified
0x905000,0x44F44;0x4526E;0x4529E;0x452F2;0x4CD3C;0x4D150;0x4D4EA;0x5FD40,alpha_clear_rect@0x4D150;display_state_clear@0x5FD40;load_legend_page@0x4CD3C;maze_hide@0x4529E;maze_show@0x4526E;setup_infopanel@0x452F2,vram.alpha,exact_union_match,Verified
0x90503A,0x4548A,setup_infopanel@0x4548A,vram.alpha,exact_union_match,Verified
0x90503E,0x459D6,draw_player_health@0x459D6,vram.alpha,exact_union_match,Verified
0x905048,0x4588E;0x45924,player_it_label_clear@0x45924;player_it_label_set@0x4588E,ram.hud_mob_table;vram.alpha,exact_union_match,Verified
0x905054,0x50FDC;0x51014;0x51044,path_grid_get_direction@0x51044;path_grid_set_high_direction_if_empty@0x51014;path_grid_set_low_direction@0x50FDC,ram.hud_mob_table;ram.path_direction_grid;vram.alpha,exact_union_match,Verified
0x905C54,0x51082;0x510C4,tport_route_read_pair@0x510C4;tport_route_write_pair@0x51082,ram.tport_route_forward,exact_union_match,Verified
0x905D54,0x510A2;0x510E4,tport_route_read_pair@0x510E4;tport_route_write_pair@0x510A2,ram.tport_route_reverse,exact_union_match,Verified
0x905F00,0x40226;0x48CC0;0x48D2E,player_start_inner@0x48CC0;player_start_inner@0x48D2E,ram.player_hurt_palette_stubs,exact_union_match,Verified
0x905F06,0x4026E,game_vblank@0x4026E,ram.player_hurt_palette_stubs,exact_union_match,Verified
0x905F0C,0x402B6,game_vblank@0x402B6,ram.player_hurt_palette_stubs,exact_union_match,Verified
0x905F12,0x402FE,game_vblank@0x402FE,ram.player_hurt_palette_stubs,exact_union_match,Verified
0x905F18,0x40206;0x48CAE;0x48D0A,player_start_inner@0x48CAE;player_start_inner@0x48D0A,ram.player_power_palette_stubs,exact_union_match,Verified
0x905F1E,0x4024E,game_vblank@0x4024E,ram.player_power_palette_stubs,exact_union_match,Verified
0x905F24,0x40296,game_vblank@0x40296,ram.player_power_palette_stubs,exact_union_match,Verified
0x905F2A,0x402DE,game_vblank@0x402DE,ram.player_power_palette_stubs,exact_union_match,Verified
0x905F30,0x401DE;0x49782;0x4AAFC;0x4B0B8;0x4B164;0x4B2EC;0x4F85A;0x5137A,game_vblank@0x401DE;main_move_players@0x4AAFC;player_tile_interact@0x5137A;resolve_shot_hit@0x4B0B8;resolve_shot_hit@0x4B164;resolve_shot_hit@0x4B2EC,ram.hurt_cooldown,exact_union_match,Verified
0x905F38,0x433DA;0x4A814;0x517FE;0x51826,main_move_players@0x4A814;player_resetcounters@0x433DA,ram.reflect_timer,exact_union_match,Verified
0x905F40,0x433E8;0x45A78;0x4674E;0x49716;0x497EE;0x499A0;0x49AFA;0x4A82C;0x4A874;0x4AA50;0x4B05E;0x4B0CE,draw_player_health@0x45A78;main_health_countdown@0x4674E;main_move_players@0x4A82C;main_move_players@0x4A874;main_move_players@0x4AA50;player_hurt_speech_timer@0x49AFA,ram.acid_timer,exact_union_match,Verified
0x905F48,0x4A892;0x4A8B8;0x51668;0x516DA;0x51BF2;0x51C62;0x51CD4,main_move_players@0x4A892;main_move_players@0x4A8B8,ram.stun_timer,exact_union_match,Verified
0x905F50,0x433CC;0x4A7FC;0x4AC46;0x517CE,main_move_players@0x4A7FC;main_move_players@0x4AC46;player_resetcounters@0x433CC,ram.invis_timer,exact_union_match,Verified
0x905F58,0x40652;0x4701E;0x48402;0x49F72;0x4A0E0;0x5515A;0x55414,input_debounce@0x40652;main_handle_potions@0x4701E;main_start_game@0x48402;player_death_sequence@0x49F72;player_death_sequence@0x4A0E0;secret_name_entry_update@0x5515A,ram.debounce_shift_magic,exact_union_match,Verified
0x905F5A,0x4066E,input_debounce@0x4066E,ram.debounce_shift_magic,exact_union_match,Verified
0x905F5C,0x4068A,input_debounce@0x4068A,ram.debounce_shift_magic,exact_union_match,Verified
0x905F5E,0x406A6,input_debounce@0x406A6,ram.debounce_shift_magic,exact_union_match,Verified
0x905F60,0x4065A;0x49F8E;0x4A0EA;0x55176;0x5541E,input_debounce@0x4065A;player_death_sequence@0x49F8E;player_death_sequence@0x4A0EA;secret_name_entry_update@0x55176;secret_name_entry_update@0x5541E,ram.debounce_shift_fire,exact_union_match,Verified
0x905F62,0x40676,input_debounce@0x40676,ram.debounce_shift_fire,exact_union_match,Verified
0x905F64,0x40692,input_debounce@0x40692,ram.debounce_shift_fire,exact_union_match,Verified
0x905F66,0x406AE,input_debounce@0x406AE,ram.debounce_shift_fire,exact_union_match,Verified
0x905F68,0x433F4;0x48300;0x48318;0x4B002;0x4B114;0x4B73A;0x4B7A6;0x4B818;0x4B93A;0x4BAA6;0x4BB06;0x4BB7A,main_start_game@0x48300;main_start_game@0x48318;player_create_shot@0x537F8;player_create_shot@0x53804;player_exit_sequence@0x52BA4;player_resetcounters@0x433F4,ram.player_supershot,exact_union_match,Verified
0x905F6D,0x48306;0x4D89A,main_start_game@0x48306;show_level_end_bonus_screen@0x4D89A,ram.secret_saved_supershot,exact_union_match,Verified
0x905F6E,0x4019C,game_vblank@0x4019C,vram.pf_vscroll_reg,exact_union_match,Verified
0x905F80,0x40FA6;0x414C8;0x414E8;0x41536;0x416FA;0x41718;0x44B00;0x490A0;0x4D9DA;0x5DCCA;0x5DEA4;0x5DF34,display_state_clear@0x5FD14;insert_mob_depth_sorted@0x5DFB6;main_move_monsters@0x490A0;maze_setupnew@0x44B00;mob_depth_remove@0x5E0E0;mob_place_explosion@0x5DFB6,ram.priority_bucket_heads,exact_union_match,Verified
0x905F82,0x4908E;0x490C0,main_move_monsters@0x4908E;main_move_monsters@0x490C0,ram.priority_bucket_heads_tail,exact_union_match,Verified
